Sr. No.,utterance_text,topic,mi_quality
6492,"Well, Good luck with basketball practice. If you want anything or need to talk about something before our next appointment, I'm here Monday through Thursday and it's always good to see you.",smoking cessation,1
6493,"Well, good luck with basketball practice. If you want anything or need to talk about something before our next appointment, I'm here Monday through Thursday. It's always good to see you.",smoking cessation,1
6494,"Good luck with basketball practice. If you want anything or need to talk about something, I'm here Monday through Thursday, and it's always good to see you.",smoking cessation,1
6495,"I have basketball practice every Monday through Thursday. If you want anything or need to talk about something before our next appointment, I'm here Monday through Friday, and it's always good to see you.",smoking cessation,1
6496,"I have basketball practice every Monday through Thursday. If you want anything or need to talk about something before our next appointment, I'm here Monday through Thursdays. It's always good to see you.",smoking cessation,1
6497,"Well, Gradeley luck with basketball practice. If you want anything or need to talk about something before our next appointment, I'm here Monday through Thursday, and it's always canny to see you.",smoking cessation,1
6498,Jean Good to see you again.,smoking cessation,1
6499,"Jean, I'm glad you're back.",smoking cessation,1
6500,"Happy Birthday Jean, good to see you again",smoking cessation,1
6501,"Jean, it's nice to see you again.",smoking cessation,1
6502,"Jean, it's good obviously to see you again.",smoking cessation,1
6503,"Jean, it is good to see you again.",smoking cessation,1
6504,"""It's good to see you again,"" he said.",smoking cessation,1
6505,"""It's good to see you again Jean.""",smoking cessation,1
6506,"""It's good to see you again,"" Jean said. ``",smoking cessation,1
6507,"""It's good to see you again,"" he said. """,smoking cessation,1
6508,"Jean, it's gradeley to see you again.",smoking cessation,1
6509,So what's changed since we last talked a week ago?,smoking cessation,1
6510,what's changed since last week?,smoking cessation,1
6511,"So, what's been different since we talked a week ago?",smoking cessation,1
6512,So what was different from the last time we spoke a week ago?,smoking cessation,1
6513,"So, what's been umm different since the last time we talked a probably week ago?",smoking cessation,1
6514,What is the difference between the last time we talked?,smoking cessation,1
6515,What is the difference between the last time we talked and the last one?,smoking cessation,1
6516,What's changed since the last time we talked?,smoking cessation,1
6517,What was the last time you talked to me?,smoking cessation,1
6518,What was the last time you talked to someone?,smoking cessation,1
6519,"you That confirmed that, So, you've been able to cut down by two or three cigarettes? That's amazing. I mean, given how much you were smoking.",smoking cessation,1
6520,So you cut down by 2 or 3 cigs thats amazing i mean given how much you were smoking.,smoking cessation,1
6521,so you've been smoking two or three cigarettes. it's amazing that you're doing this. given how much you smoke.,smoking cessation,1
6522,"So, youve been able to cut down by 2 or 3 cigarettes. Thats awesome. I mean, given how much you were smoking.",smoking cessation,1
6523,"So you managed to smoke two or three cigarettes less? That's amazing. I mean, considering how much you smoked.",smoking cessation,1
6524,"So, you've been perhaps able to cut down actually by I would say two or three cigarettes? That's amazing. I mean, given how much you were I mean smoking.",smoking cessation,1
6525,"So, you have been able to cut down by two or three cigarettes?",smoking cessation,1
6526,So you've been able to cut down by two or three cigarettes?,smoking cessation,1
6527,What is the best way to cut down smoking?,smoking cessation,1
6528,Can I cut down on the amount of cigarettes I smoked?,smoking cessation,1
6529,Can I cut my smoking by two or three cigarettes in a week?,smoking cessation,1
6530,"So, you've been able to cut down by two or three coffin nails? That's amazeballs. I mean, given how much you were smoking.",smoking cessation,1
6531,"you confirmed that, So, you were able to keep the, uh, the journal?",smoking cessation,1
6532,"So you could keep the journal, huh?",smoking cessation,1
6533,"so, you've got the diary, right?",smoking cessation,1
6534,"So, you were able to keep the, uh, journal?",smoking cessation,1
