Sr. No,utterance_text,mi_quality,topic
3348,"Should you stop as soon as possible, like this weekend?",0,reducing alcohol consumption
3349,"Should you stop as soon as possible, like this weekend.",0,reducing alcohol consumption
3350,"You should probably stop now, like this weekend.",0,reducing alcohol consumption
3351,"the way this normally works we you confirmed that, Um, so the way this normally works is, you know, we set you a goal, and then I'll have you come back and we'll talk about it again in a couple of weeks and make sure that you actually stopped. Um, and so what do you think about that?",0,reducing alcohol consumption
3352,"um, so the way this normally works is, you know, we set you a goal, and then I'll have you come back and we",0,reducing alcohol consumption
3353,"well, you know, we're going to set you a goal, and then we'll talk about it, and then we'll see if you're really going to stop. well, what do you think about that?",0,reducing alcohol consumption
3354,"The way this normally works is, you know, we set you goals, and then I'll have you back and we'll talk again in a few weeks. Um, and so what do you think about that?",0,reducing alcohol consumption
3355,"Um, the way it normally works, you know, we set a goal for you, and then I'll let you come back and we'll talk about it again in a couple of weeks and make sure you've actually stopped. Um, and what do you think about it?",0,reducing alcohol consumption
3356,"Um, so the actually way uhm this normally works is, you know, we probably set you a goal, and then I'll possibly have you I guess come back err and we'll talk perhaps about err it again in naturally a couple of weeks and probably make I mean sure that you I believe actually stopped. Um, and err so maybe what do you think about that?",0,reducing alcohol consumption
3357,"Um, so what do you think of this?",0,reducing alcohol consumption
3358,"So what do you think about this, you know?",0,reducing alcohol consumption
3359,"So, what do you think of this? And how do you feel about this?",0,reducing alcohol consumption
3360,"So, what do you think about this? And how do I know that you're stopped?",0,reducing alcohol consumption
3361,"So, what do you think of this? And how do you feel about it? And what are your thoughts?",0,reducing alcohol consumption
3362,"ok and then um, you know, like are your friends in band drinking?",0,reducing alcohol consumption
3363,"all right, all right, all. so, um, you're friends with your band?",0,reducing alcohol consumption
3364,"okay. ok. ok. And then, um, like, are your friends in band drinking?",0,reducing alcohol consumption
3365,"Okay. And then, uh, you know how, your friends in the band drink?",0,reducing alcohol consumption
3366,"Okay. And then, actually um, In my opinion you know, like, umm are your friends in band drinking?",0,reducing alcohol consumption
3367,"And then, um, you know, like your friends in band drinking?",0,reducing alcohol consumption
3368,Okay. And then what are your friends drinking?,0,reducing alcohol consumption
3369,Are your friends in band drinking and what do you think of it?,0,reducing alcohol consumption
3370,Are your friends in band drinking and what do you think about it?,0,reducing alcohol consumption
3371,Are your friends in band drinking and what do they do?,0,reducing alcohol consumption
3372,"Okay. And then, um, you know, like, are your charvers in band drinking?",0,reducing alcohol consumption
3373,"yeah. ok so setting this goal then of quitting drinking is gonna be really helpful for you and um, it sounds like i-it",0,reducing alcohol consumption
3374,"yes. all right, all right, all. then you'll be able to help you with the goal of stopping drinking. well, it's not really hard, really, especially if you don't want to be around.",0,reducing alcohol consumption
3375,"Yeah. Yeah. Yeah. okay. ok. ok. So, setting this goal then quitting drinking is gonna be really helpful for you. And um, it sounds like i-it shouldn't be that hard really, um, especially because you can just stop hanging out with-",0,reducing alcohol consumption
3376,"Yes. Okay. So it will be really helpful to set this goal, to stop drinking. And, erm, it sounds like i-it shouldn't be that hard, um, especially because you can just stop hanging out with drinking.",0,reducing alcohol consumption
3377,"Yeah. Okay. So, actually setting uhm this goal then of quitting drinking is I assume gonna ahh be really helpful for you. And um, it sounds like i-it shouldn't err be that tough I feel really, um, especially I believe because you can just stop hanging out with-",0,reducing alcohol consumption
3378,"I mean, it sounds like you should be that tough for you to stop hanging out with-",0,reducing alcohol consumption
3379,What is the goal of quitting drinking and quitting smoking?,0,reducing alcohol consumption
3380,What is the goal of quitting drinking and how can I stop it?,0,reducing alcohol consumption
3381,What is the goal of quitting drinking and quitting drinking?,0,reducing alcohol consumption
3382,"What is the goal of quitting drinking, and how can I do it without it?",0,reducing alcohol consumption
3383,"Yeah. Okay. So, setting this goal then of quitting drinking is gonna be really helpful for you. And um, it sounds like i-it shouldn't be that hard really, um, especially because you can just stop hanging out with-",0,reducing alcohol consumption
3384,"you confirmed that, -the people who drink a lot, um, since you have some other friends. Um, yeah. So, do you have any questions for me or?",0,reducing alcohol consumption
3385,#NAME?,0,reducing alcohol consumption
3386,"-people who drink a lot, um, because you're friends. yes, yes, yes, yes, yes. so, what do you want to ask me?",0,reducing alcohol consumption
3387,#NAME?,0,reducing alcohol consumption
3388,#NAME?,0,reducing alcohol consumption
3389,Do you have any questions for people who drink a lot?,0,reducing alcohol consumption
3390,Do you have any questions for me for me?,0,reducing alcohol consumption
3391,"So, do you have any questions for me?",0,reducing alcohol consumption
3392,"So, do you have any questions for me for me?",0,reducing alcohol consumption
3393,Why do some of the people drink a lot?,0,reducing alcohol consumption
3394,#NAME?,0,reducing alcohol consumption
3395,"one good option You it I I I confirmed that, Well, you know, one good option would be to just review with them review with them all the bad things about alcohol. You can say, you know, ""I thought about it, and I realized it's gonna mess up my schoolwork. And you know, it's really a lot of risk for my health."" ""I don't want to become an alcoholic."" Um, you know, ""I don't want to get liver disease."", ""I don't want to end up driving drunk or getting into accidents-",0,reducing alcohol consumption
